"interaction_dt","campaign_nm","placement_nm","impressions","clicks","givt","fraud_impressions"
"2026-06-17","Войковская // Ozon // июнь 2026","lv_ozon_msk_banner_jun26_none_minus40_int-real-estate_mrk",2403,4,84,3
"2026-06-23","Лесной // Video yandex // июнь 2026","gvl_yandex_msk_video_jun26_none_lift-bf_genres-real-estate_prg",113,1,0,0
"2026-07-17","Мичуринский // Video yandex // июнь 2026","lm_yandex_msk_video_jun26_none_lift-bf_int-premium-real-estate_prg",0,2,0,0
"2026-05-28","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-luxury-item_prg",459,4,0,0
"2026-06-21","Премиум // MTS // июнь 2026","lg_prem_mts_msk_video_jun26_none_hor_custom-real-estate_prg",2745,14,38,0
"2026-07-08","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_rent-estate-no-button_prg",0,1,0,0
"2026-06-20","Лесной регионы // Avito // июнь 2026","gvl_avito-ads_reg_banner_jun26_none_minus40_hot-int-mortgage_mrk",8796,24,490,0
"2026-07-06","Войковская // Yandex_Go // июль 2026","lv_yandexgo_msk_banner_jul26_none_sale_int-premium-real-estate_med",12018,24,1779,2302
"2026-07-31","Воронцовская // Video yandex // июль 2026","vr_yandex_msk_video_jul26_none_vvod2026_owner-business_prg",3551,17,0,0
"2026-06-12","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_plan-open-business_prg",0,10,0,0
"2026-06-05","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-cars-business_prg",0,1,0,0
"2026-06-19","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-kids-real-estate_prg",5490,27,0,0
"2026-07-04","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_int-residential-properties-new_prg",2056,12,0,0
"2026-07-04","Мечникова // Ozon // июль 2026","lmech-rspb_ozon_spb_banner_jul26_none_start_int-finance-ad_mrk",2229,3,78,9
"2026-05-23","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_hor-bf_int-residential-properties-new_prg",765,1,0,0
"2026-07-15","Мичуринский // Media yandex // июнь 2026","lm_family_yandex_msk_banner_jun26_none_basic_int-kids-real-estate2_prg",0,1,0,0
"2026-06-24","Мичуринский // streamingads // июнь 2026","lm_streamingads_msk_allroll_gpmd_jun26_bf_prg",36117,42,410,566
"2026-07-18","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-09","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_minus20_int-prem-real-estate_med",2,0,0,0
"2026-06-11","Остатки // Avito // июнь 2026","lg_last_avito-ads_msk_banner_jun26_none_ak_rent-real-estate_mrk",1501,1,112,0
"2026-07-10","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-residential-properties-new-outstream_prg",0,1,0,0
"2026-07-22","Премиум // Astralab // июль 2026","lg_astralab_video_msk_prem_jul26_basic_real-estate_prg",23741,43,429,99
"2026-07-06","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-clothes-shoes_prg",0,1,0,0
"2026-06-08","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_minus40_income-bc_mrk",10930,4,377,0
"2026-06-04","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert-bf_int-premium-residential-properties-button_prg",0,2,0,0
"2026-06-21","Остатки // market yandex // июнь 2026","lg_last_yandexmarket_msk_banner_jun26_none_key-ak_luxury_mrk",71,1,2,14
"2026-06-17","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-lb_int-invest_prg",2108,2,0,0
"2026-05-18","mTS // Май 2026_","lwsv_mts_msk_video_may26_none_vert_real-estate_prg",3748,29,59,10
"2026-07-13","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_supergeo_prg",0,1,0,0
"2026-06-24","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_minus40_active-lifestyle_mrk",19417,13,519,25
"2026-06-25","Южнопортовая // Avito // июнь 2026","sp_avito-ads_msk_banner_jun26_none_minus40_seg-competitors_mrk",3037,11,185,0
"2026-06-03","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert_int-residential-properties-new-button_prg",0,1,0,0
"2026-07-22","Мичуринский // Media yandex // июль 2026","lm_yandex_msk_banner_jul26_none_sale_int-premium-real-estate_prg",13,0,0,0
"2026-07-25","Зонтик регионы // Streamingads // июль 2026","lg_streamingads_allroll_reg_prov_jul26_south_sale_all_prg",34473,68,61,587
"2026-06-19","mTS // Май 2026_","lg_prem_mts_reg-south_banner_may26_none_terrace-reg_real-estate_prg",1,0,1,0
"2026-07-11","Южнопортовая // Video yandex // июль 2026","sp_yandex_msk_video_jul26_none_lift_int-premium-real-estate_prg",27890,818,4,0
"2026-07-21","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_small-mid-business_prg",0,1,0,0
"2026-07-31","Мечникова // Yandex_Go // июль 2026","lmech-rspb_yandexgo_spb_banner_jul26_none_start_who-int-prem-real-estate_med",19026,30,1763,4335
"2026-06-06","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_owner-business-no-button_prg",0,1,0,0
"2026-06-23","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_jt-fin-for-business-button_prg",0,1,0,0
"2026-07-13","Воронцовская // Media yandex // июль 2026","vr_yandex_msk_banner_jul26_none_vvod2026_amb-human-resources_prg",1544,3,0,0
"2026-07-02","Мечникова // Avito Медийка // июль 2026","lmech-rspb_avito-ads_spb_banner_jul26_none_start_int-premium-real-estate_mrk",8772,32,508,0
"2026-06-18","Остатки // market yandex // июнь 2026","lg_last_yandexmarket_msk_banner_jun26_none_key-lb_who-int-prem-real-estate_mrk",1159,3,44,193
"2026-05-18","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert_lal-calls_prg",1655,9,0,0
"2026-05-13","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_lal-calls-no-button_prg",2683,3,0,0
"2026-05-09","mTS // Май 2026_","lg_prem_mts_msk_banner_may26_none_5_real-estate_prg",8782,55,44,29
"2026-06-30","Остатки // market yandex // июнь 2026","lg_last_yandexmarket_msk_banner_jun26_none_key-ak_who-int-prem-real-estate_mrk",966,5,44,223
"2026-06-13","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-invest_prg",5064,9,0,0
"2026-07-22","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_bf_int-it-tech_mrk",1,0,0,0
"2026-07-07","Остатки // Video yandex // июнь 2026","lg_last_yandex_msk_video_jun26_none_key_jt-real-estate_prg",0,1,0,0
"2026-07-16","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_fin-uslugi-no-button_prg",0,1,0,0
"2026-06-27","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-16","Остатки // Video yandex // июнь 2026","lg_last_yandex_msk_video_jun26_none_key_real-estate_prg",0,1,0,0
"2026-06-18","Лесной регионы // MTS // июнь 2026","gvl_mts_reg_video_jun26_none_bf_int-sms-calls_prg",1490,16,3,1
"2026-06-16","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_vert_int-mortgage_prg",0,1,0,0
"2026-07-14","Войковская // Ozon // июль 2026","lv_ozon_msk_banner_jul26_none_sale_income-bc_mrk",14568,13,661,90
"2026-07-20","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_lal-calls_prg",0,1,0,0
"2026-07-18","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_genres-real-estate_prg",31,1,0,0
"2026-07-21","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_none_sale_int-premium-residential-properties_prg",2175,7,0,0
"2026-06-07","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-cars-business_prg",0,1,0,0
"2026-07-20","Остатки // Ozon // июль 2026","lg_last_ozon_msk_banner_jul26_none_key-lb_real-estate_mrk",21538,12,830,54
"2026-06-07","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_int-residential-properties-new_prg",3742,17,1,0
"2026-07-13","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_int-cars-business_prg",0,1,0,0
"2026-05-21","qbid // Май 2026_","sel_qbid_msk_video_may26_none_vert-bf_real-estate_prg",30044,86539,2003,459
"2026-07-14","Лесной // Video yandex // июнь 2026","gvl_yandex_msk_video_jun26_none_lift-bf_int-premium-real-estate_prg",0,1,0,0
"2026-06-29","media yandex // Май 2026_","ng_yandex_msk_banner_may26_none_basic_int-kids-income_prg",0,1,0,0
"2026-06-04","yandex Go // Май 2026_","zv_yandexgo_msk_banner_may26_none_bf_none_med",47,0,6,7
"2026-06-27","Премиум // Yandex_Go // июнь 2026","lg_prem_yandexgo_msk_banner_jun26_none_terrace_ultima_med",19223,49,2198,4860
"2026-07-30","promopages // Май 2026_","lm_promopages_msk_article_may26_none_planirovki_lal-sdelki_none_cont",475,0,0,0
"2026-05-22","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_plan-open-business_prg",16691,8,0,0
"2026-07-25","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_rtrg-view-video_prg",0,1,0,0
"2026-06-20","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-luxury-item_prg",392,0,0,0
"2026-05-06","mTS // Май 2026_","sp_mts_reg_video_may26_none_vert_real-estate_prg",0,1,0,0
"2026-07-03","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_cfo_lift_int-residential-real-estate_prg",12617,25,0,0
"2026-06-12","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_int-residential-properties-new-button_prg",0,1,0,0
"2026-07-16","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-travel-rest_prg",0,1,0,0
"2026-07-15","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_minus40_looked-travel-pages_mrk",0,1,0,0
"2026-06-06","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_int-sale-rent-commercial_prg",2383,3,0,0
"2026-06-27","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-kids-income_prg",0,3,0,0
"2026-05-30","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_bf_int-luxury-item_prg",780,3,0,0
"2026-05-09","Streamingads // Май 2026","sp_streamingads_msk_allroll_gpmd_may26_none_base_prg",10967,56,85,621
"2026-06-09","Лесной регионы // Ozon // июнь 2026","gvl_ozon_reg_banner_jun26_none_bf_main-income-bc_mrk",6014,4,157,1
"2026-06-29","yandex Go // Май 2026_","zv_yandexgo_msk_banner_may26_none_minus40_none_med",2,0,0,1
"2026-07-11","Воронцовская // Adspector // июнь 2026","vr_adspector_msk_video_jun26_none_bf_work-estate_prg",1,0,0,0
"2026-07-16","Мичуринский // Media yandex // июнь 2026","lm_family_yandex_msk_banner_jun26_none_basic_kws-fam-mortgage_prg",0,1,0,0
"2026-07-07","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_keys-buy-flat_prg",0,1,0,0
"2026-07-07","Звенигородская // market yandex // июль 2026","zv_yandexmarket_msk_banner_jul26_none_sale_real-estate_mrk",11771,19,459,3297
"2026-07-30","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_int-luxury-item_prg",0,1,0,0
"2026-06-26","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-pr_int-mortgage_prg",0,1,0,0
"2026-07-24","Остатки // Media yandex // июль 2026","lg_last_yandex_msk_banner_jul26_none_key-pr_keys-flat-moscow_prg",11,1,0,0
"2026-06-25","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_lal-crm-meetings_prg",43,1,0,0
"2026-06-17","Лесной // Video yandex // июнь 2026","gvl_yandex_msk_video_jun26_none_bf_int-premium-real-estate_prg",0,3,0,0
"2026-05-12","media yandex // Май 2026_","ng_family_yandex_msk_banner_may26_none_basic_int-family-real-estate_prg",3402,13,0,0
"2026-07-24","Павелецкая сити // Aviasales // июль 2026","pc_aviasales_msk_banner_jul26_none_sale_luxury_med",9537,5,1157,0
"2026-05-15","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_int-premium-residential-properties-no-button_prg",1987,1,0,0
"2026-07-26","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_none_lift_genres-real-estate_prg",52,1,0,0
"2026-07-31","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_lal-crm-meetings_prg",0,1,0,0
"2026-06-12","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_int-mortgage_prg",6440,16,0,0
"2026-07-02","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-parents-int-residential-real-estate_prg",0,1,0,0
"2026-06-30","Южнопортовая // Video yandex // июнь 2026","sp_yandex_msk_video_jun26_none_lift-bf_ret-site_prg",1864,107,0,0
"2026-06-12","Мичуринский // Media yandex // июнь 2026","lm_family_yandex_msk_banner_jun26_none_basic_ret-view-video_prg",9099,24,0,0
"2026-07-02","Мичуринский регионы // Media yandex // июль 2026","lm_yandex_banner_reg_prov_jul26_east_sale_int-real-estate_prg",4651,7,0,0
"2026-06-18","video yandex // Май 2026_","lm_family_yandex_msk_video_may26_none_hor_int-kids-income-no-button_prg",0,1,0,0
"2026-07-23","Мечникова // Avito // июнь 2026","lmech-rspb_avito-ads_spb_video_jun26_none_basic_int-real-estate_mrk",0,1,0,0
"2026-06-22","Павелецкая Сити // Yandex_Go // июнь 2026","pc_yandexgo_msk_banner_jun26_none_bf_ultima_med",3,0,2,0
"2026-07-04","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_int-mortgage_prg",5623,37,0,0
"2026-07-08","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_plan-open-business-no-button_prg",0,1,0,0
"2026-06-01","Звенигородская // market yandex // июнь 2026","zv_yandexmarket_msk_banner_jun26_none_minus40_premium-real-estate_mrk",3232,17,221,173
"2026-07-25","Нижегородская w // voxexchange // июль 2026","lwnizh-rmsk_voxexchange_msk_banner_jul26_none_vvod2026_comm-real-estate_prg",44709,250,395,1933
"2026-07-03","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_visitors-sites-list-2_prg",2,1,0,0
"2026-07-24","Мечникова // Avito Медийка // июль 2026","lmech-rspb_avito-ads_spb_banner_jul26_none_start_int-1kk_mrk",1,0,0,0
"2026-06-08","mTS // Май 2026_","gvl_mts_reg_video_may26_none_hor-bf_real-estate_prg",1,1,0,0
"2026-05-28","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_hor-bf_int-residential-properties-new-outstream_prg",9570,3,0,0
"2026-07-17","Южнопортовая // Video yandex // июль 2026","sp_yandex_msk_video_jul26_none_lift_ret-site_prg",4193,229,0,0
"2026-07-28","promopages // Май 2026_","sp_promopages_msk_article_may26_none_fishki-dvuhurovnevoy-kvartiry-opt_int-realty_none_cont",983,0,0,0
"2026-07-27","Остатки // Video yandex // июль 2026","lg_last_yandex_msk_video_jul26_none_key_lal-crm-deals_prg",64,1,0,0
"2026-07-06","Павелецкая Сити // Video yandex // июль 2026","pc_yandex_msk_video_jul26_none_lift_lal-crm-meetings_prg",126,10,0,0
"2026-07-23","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_pfo_lift_int-premium-real-estate_prg",0,1,0,0
"2026-07-02","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_vert_lal-calls-button_prg",0,1,0,0
"2026-07-20","Южнопортовая // Media yandex // июль 2026","sp_yandex_msk_banner_jul26_none_sale_int-premium-real-estate_prg",34168,73,0,0
"2026-07-24","Звенигородская // Media yandex // июль 2026","zv_yandex_msk_banner_jul26_none_sale_ret-site_prg",13790,71,0,0
"2026-06-20","Мечникова // Avito // июнь 2026","lmech-rspb_avito-ads_spb_banner_jun26_none_basic_int-real-estate_mrk",27601,63,1032,0
"2026-06-11","Павелецкая Сити // Media yandex // июнь 2026","pc_yandex_msk_banner_jun26_none_bf_int-real-estate_prg",4230,15,0,0
"2026-05-04","mTS // Май 2026_","zv_mts_msk_video_may26_none_vert_real-estate_prg",137591,1856,2823,10358
"2026-06-13","Зонтик // streamingads // июнь 2026","lg_streamingads_msk_allroll_gpmd_jun26_bf_prg",79216,333,638,12830
"2026-06-24","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_lal-calls_prg",0,1,0,0
"2026-05-29","yandex Go // Май 2026_","lm_yandexgo_msk_banner_may26_none_basic_none_med",291,2,53,12
"2026-07-26","Павелецкая сити // Avito Медийка // июль 2026","pc_avito-ads_msk_video_jul26_none_sale_int-new-building_mrk",18972,40,615,0
"2026-06-26","Мичуринский // Video yandex // июнь 2026","lm_family_yandex_msk_video_jun26_none_basic_int-kids-income_prg",0,1,0,0
"2026-06-09","Лесной регионы // Ozon // июнь 2026","gvl_ozon_reg_banner_jun26_none_minus40_zakaz-1st-floor-business_mrk",1851,2,43,2
"2026-07-26","Волга // market yandex // июль 2026","lvol-rnn_yandexmarket_nn_banner_jul26_none_start_income-bc_mrk",51375,121,1709,21565
"2026-05-21","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_int-sale-rent-commercial_prg",1216,3,0,0
"2026-06-17","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-mortgage-outstream_prg",0,1,0,0
"2026-06-20","Лесной регионы // MTS // июнь 2026","gvl_mts_reg_video_jun26_none_bf_int-investment_prg",2561,54,2,9
"2026-06-25","Мечникова // Media yandex // июнь 2026","lmech-rspb_yandex_spb_banner_jun26_none_basic_int-premium-real-estate_prg",7021,29,0,0
"2026-07-23","Мичуринский // Adheads // июль 2026","lm_adheads_msk_banner_jul26_none_sale_real-estate_prg",32775,183,1035,621
"2026-06-04","Южнопортовая регионы // Media yandex // июнь 2026","sp_yandex_reg_banner_jun26_none_bf_jt-real-estate_prg",0,9,0,0
"2026-06-24","Южнопортовая // Media yandex // июнь 2026","sp_family_yandex_msk_banner_jun26_none_basic_int-parents-residential-properties-new_prg",63951,248,0,0
"2026-06-27","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_basic_jt-real-estate_prg",0,1,0,0
"2026-06-25","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_visitors-sites-real-estate_prg",4285,45,0,0
"2026-07-07","Лесной // Media yandex // июль 2026","gvl_yandex_msk_banner_jul26_none_sale_int-premium-real-estate_prg",76120,475,0,0
"2026-06-08","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_int-sale-rent-commercial-button_prg",0,1,0,0
"2026-06-07","media yandex // Май 2026_","ng_yandex_msk_banner_may26_none_bf_int-premium-real-estate_prg",0,1,0,0
"2026-06-27","promopages // Май 2026_","lg_promopages_msk_article_may26_none_opinion-buyers-poisk_none_cont",36,0,0,0
"2026-07-28","Павелецкая Сити // Video yandex // июнь 2026","pc_yandex_msk_video_jun26_none_lift-bf_lal-crm-meetings_prg",0,1,0,0
"2026-07-01","Войковская // market yandex // июнь 2026","lv_yandexmarket_msk_banner_jun26_none_bf_child-goods_mrk",46,1,4,9
"2026-07-25","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor_lal-calls-button_prg",0,1,0,0
"2026-06-12","Войковская // Ozon // июнь 2026","lv_ozon_msk_banner_jun26_none_minus40_int-goods-legal-entities_mrk",8051,5,245,14
"2026-07-08","Звенигородская // MTS // июнь 2026","zv_mts_msk_video_jun26_none_cozy_home_real-estate_prg",1,0,0,0
"2026-06-22","Свободы // Media yandex // июнь 2026","lwsv_yandex_msk_banner_jun26_none_bf_int-invest_prg",59536,64,0,0
"2026-07-09","Павелецкая сити // Astralab // июль 2026","pc_astralab_msk_banner_jul26_none_sale_int-real-estate_prg",45690,188,1161,508
"2026-06-22","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-premium-real-estate-outstream_prg",0,1,0,0
"2026-06-01","Зонтик // Yandex_Go // июнь 2026","lg_yandexgo_msk_banner_jun26_none_bf_income-bc_med",32904,70,5326,4194
"2026-06-09","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_bf_int-premium-residential-properties_prg",0,1,0,0
"2026-07-18","Лесной регионы // Media yandex // июнь 2026","gvl_yandex_reg_banner_jun26_none_bf_lal-calls_prg",0,1,0,0
"2026-05-13","mTS // Май 2026_","lg_prem_mts_msk_video_may26_none_vert_real-estate_prg",16513,124,343,202
"2026-05-23","video yandex // Май 2026_","vr_yandex_msk_video_may26_none_hor_int-invest_prg",1586,2,0,0
"2026-06-26","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_owner-business_prg",2011,13,2,0
"2026-07-21","Зонтик регионы // Video yandex // июль 2026","lg_yandex_video_reg_prov_jul26_south_lift_int-residential-properties-new_prg",177,5,0,0
"2026-06-18","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor-bf_int-residential-properties-new-button_prg",0,1,0,0
"2026-07-25","Воронцовская // Media yandex // июль 2026","vr_yandex_msk_banner_jul26_none_vvod2026_amb-fitness-business_prg",290,5,0,0
"2026-07-23","Мичуринский регионы // Avito Медийка // июль 2026","lm_avito-ads_banner_reg_prov_jul26_east_sale-new_int-new-building_mrk",4213,13,130,0
"2026-06-28","Южнопортовая // Video yandex // июнь 2026","sp_yandex_msk_video_jun26_none_lift-bf_lal-competitors_prg",29660,857,5,0
"2026-06-03","video yandex // Май 2026_","pc_yandex_msk_video_may26_none_hor-bf_int-residential-properties-new-no-button_prg",0,1,0,0
"2026-06-18","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert-bf_int-residential-properties-new_prg",0,1,0,0
"2026-07-08","Нижегородская w // q.bid // июнь 2026","lwnizh-rmsk_qbid_msk_video_jun26_none_basic_real-estate_prg",2,0,0,0
"2026-06-18","video yandex // Май 2026_","gvl_yandex_msk_video_may26_none_vert_int-mortgage_prg",0,1,0,0
"2026-07-25","video yandex // Май 2026_","lm_yandex_msk_banner_may26_none_bf_lal-calls_prg",0,1,0,0
"2026-06-06","media yandex // Май 2026_","gvl_yandex_reg_banner_may26_none_bf_int-luxury-item_prg",0,4,0,0
"2026-06-15","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_rtrg-mts-wl_prg",0,1,0,0
"2026-07-05","Лесной // MTS // июль 2026","gvl_mts_msk_video_jul26_none_lift_real-estate_prg",46505,709,1540,1183
"2026-07-23","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-clothes-shoes_prg",0,1,0,0
"2026-06-24","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_int-commercial-estate-no-button_prg",0,1,0,0
"2026-06-27","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_minus40_culture-leisure_mrk",15093,9,377,20
"2026-06-09","video yandex // Май 2026_","sp_yandex_msk_video_may26_none_vert_lal-calls_prg",0,1,0,0
"2026-07-24","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-kids-super-geo_prg",0,1,0,0
"2026-07-30","Войковская // Ozon // июль 2026","lv_ozon_msk_banner_jul26_none_sale_int-finance-ad_mrk",926,1,45,2
"2026-06-25","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_lift-bf_ret-site_prg",3321,337,0,0
"2026-06-08","video yandex // Май 2026_","lv_yandex_msk_video_may26_none_bf_int-real-estate_prg",0,1,0,0
"2026-05-24","media yandex // Май 2026_","ng_family_yandex_msk_banner_may26_none_basic_int-kids-super-geo_prg",17145,38,0,0
"2026-06-24","Остатки // Media yandex // июнь 2026","lg_last_yandex_msk_banner_jun26_none_key-lb_keys-invests_prg",0,4,0,0
"2026-06-19","Остатки // market yandex // июнь 2026","lg_last_yandexmarket_msk_banner_jun26_none_key-pr_luxury_mrk",1717,4,77,321
"2026-07-30","Нижегородская // Video yandex // июнь 2026","ng_yandex_msk_video_jun26_none_lift_bf_genres-real-estate_prg",0,1,0,0
"2026-05-26","mTS // Май 2026_","lv_mts_msk_video_may26_none_vert_real-estate_prg",1,0,0,0
"2026-06-25","media yandex // Май 2026_","lm_family_yandex_msk_banner_may26_none_basic_int-parents_prg",0,1,0,0
"2026-06-17","Южнопортовая регионы // Avito // июнь 2026","sp_avito-ads_reg_banner_jun26_none_bf_real-estate_mrk",3373,9,110,0
"2026-07-01","Остатки // Ozon // июль 2026","lg_last_ozon_msk_banner_jul26_none_key-lb_sales_mrk",26573,9,851,34
"2026-07-14","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_lift-bf_int-real-estate_prg",0,1,0,0
"2026-07-20","Южнопортовая // Video yandex // июнь 2026","sp_family_yandex_msk_video_jun26_none_basic_int-parents-int-residential-real-estate_prg",0,1,0,0
"2026-05-10","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert_int-premium-real-estate-no-button_prg",10808,159,0,0
"2026-05-23","mTS // Май 2026_","lwsv_mts_msk_video_may26_none_vert_real-estate_prg",41392,183,334,8
"2026-06-05","video yandex // Май 2026_","gvl_family_yandex_msk_video_may26_none_hor_int-family-real-estate_prg",0,1,0,0
"2026-06-17","Павелецкая Сити // Rutube // июнь 2026","pc_rutube_msk_banner_jun26_none_bf_income-bc_prg",80551,201,1730,1371
"2026-05-10","video yandex // Май 2026_","lwnizh-rmsk_yandex_msk_video_may26_none_hor_rent-estate-button_prg",2581,8,0,0
"2026-06-26","Южнопортовая // Video yandex // июнь 2026","sp_yandex_msk_video_jun26_none_lift-bf_int-premium-real-estate_prg",1922,77,0,0
"2026-07-18","Южнопортовая регионы // Avito Медийка // июль 2026","sp_avito-ads_banner_reg_prov_jul26_east_sale_int-premium-real-estate_mrk",3999,8,93,0
"2026-06-06","Войковская // Video yandex // июнь 2026","lv_yandex_msk_video_jun26_none_bf_int-travel-world_prg",3094,173,1,0
"2026-06-25","Мичуринский // Ozon // июнь 2026","lm_ozon_msk_banner_jun26_none_bf_income-bc_mrk",4490,4,176,3
"2026-06-10","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_hor-bf_int-mortgage-button_prg",0,1,0,0
"2026-05-22","video yandex // Май 2026_","lm_yandex_msk_video_may26_none_vert_int-premium-real-estate-button_prg",0,1,0,0
"2026-06-26","Звенигородская // Ozon // июнь 2026","zv_ozon_msk_banner_jun26_none_bf_real-estate_mrk",8587,21,220,17
"2026-06-11","Воронцовская // Video yandex // июнь 2026","vr_yandex_msk_video_jun26_none_basic_supergeo_prg",0,1,0,0
"2026-06-17","Зонтик // Buzzoola // июнь 2026","lg_buzzoola_msk_video_jun26_none_basic_real-estate_prg",40153,1637,2097,854
"2026-06-11","Свободы // Video yandex // июнь 2026","lwsv_yandex_msk_video_jun26_none_basic_int-commercial-real-estate_prg",3776,24,2,0
